,caption,funny,somewhat_funny,unfunny,count,score,precision,rank
1535,"Thanks for the offer, but I'm almost done.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,329
1536,"You'll learn how to milk a project when you're married, someday.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,290
1537,"Oh, You're gaining on me, You're gonna catch me!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1049
1538,"Son, a good carpenter doesn't blame his tools.",1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,406
1539,Would you like to change the tool?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1026
1540,So... you working for scale too?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,350
1541,"I know seems like I'm really shoveling it, but trust me, you'll grow into it.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,54
1542,I don't care if you do speak softly -- get on the walkway.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,427
1543,Sarah Palin's house looked a lot nicer from Russia.,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,426
1544,'Any does have any chalk?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1084
1545,One fall of snow and we lose all sense of perspective,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,303
1546,There are no shortcuts in life son,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,4
1547,How to avoid a heart attack,0.0,3.0,7.0,10.0,1.3,0.15275252316519472,424
1548,"Thanks, son, but you know that Daddy waits all year to enjoy artisanal snow removal.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,405
1549,"It's not the size of your shovel, son, it's how far you throw your snow.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,255
1550,Switching our shovels just before Mom looks out the window never gets old.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,422
1551,"Obviously I'd prefer yours, but Helen gave me this one for Christmas.",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,345
1552,Clean off the roof.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,421
1553,"Sorry, got to go.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,938
1554,Bernie warned me of this type of inequality,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,420
1555,"You've made your point, Danny. Now can I have my compensatory icon of phallic aggression back?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,342
1556,"See son, contrary to what your mother might say, size doesn't matter.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,341
1557,"For the last time, put that giant spatula away, grab a trowel, and help me clear the sidewalk!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,419
1558,"Son, it's not the size that matters, but what you do with it that counts.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,257
1559,"Son, remember, quality not quantity.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1081
1560,Just don't bathe for a week,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,942
1561,"Bend your knees and lift with your legs, not your back.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1080
1562,What? And give up snow business?,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1036
1563,"The whole secret, my son, is finesse",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,23
1564,"When you get to be my age, you'll get to use the small shovel too.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,428
1565,"Yea, but when i'm done it will be spring.",0.0,5.0,8.0,13.0,1.3846153846153846,0.14044168141158103,301
1566,"Stop whining, start shoveling.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1091
1567,Well the good news is we don't have earthquakes here.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,58
1568,I'm taking care of the top 1%.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,923
1569,trade you,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,296
1570,"Remember, I get first choice of beach umbrella.",0.0,2.0,9.0,11.0,1.1818181818181819,0.12196734422726127,347
1571,Looks like your patent application did not go through either.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,57
1572,I'm hourly.,12.0,13.0,18.0,43.0,1.8604651162790697,0.12707369766714469,1089
1573,No. It's big man with a little shovel.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1031
1574,"Dear, Looks great so far.Just a little more shoveling and we will be done. Way to go!",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,435
1575,Someday the once and future Winter King will come to pull the shovel out of the snow.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,924
1576,Consider it a valuable lesson.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,253
1577,Your generation is too entitled.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1079
1578,Bernie Sanders voter in a snow storm,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,56
1579,"You said ""help me chip away at this"".",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1030
1580,This better be the last of it.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,928
1581,It's all a matter of perspective...,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1028
1582,Too big too late!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,433
1583,"Well, I don't care what Bernie would say.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,292
1584,"Okay, I did it. Now will you help me update my twitter feed?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,299
1585,Gimme the big boy shovel back-the neighbors are laughing at me,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,431
1586,"I am demonstrating that, if you work hard, someday you will be a 1%'er too.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,22
1587,"No you idiot, you gotta use a little gold spoon.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,430
1588,Since when does Santa allow moonlighting?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,55
1589,Do you think maybe keep yours in place where it's a little easier to find next time?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2
1590,"Thanks, but I'm almost finished.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,927
1591,The Democrates have already dug us a path to Hell!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,52
1592,Your mom makes way too much mashed potato.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,279
1593,"Come on, son, let's play 'Shawshank Redemption.'",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,306
1594,"Dad, that's the shovel I play with at the beach for digging in the sand.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,413
1595,"No job is too big, Donald.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,7
1596,I'm not blocking the sidewalk; I am the sidewalk.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,277
1597,"It is not the size of the tool; it's ""The Art of the Duel.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,309
1598,"Son, you'll never get a government job with that kind of thinking.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,944
1599,The good news is that it isn't hard on my back.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,948
1600,This seemed like the fairest division of labor for you to earn your allowance.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,310
1601,"Henry Jr. would always veer from the beaten path. This was in contrast to the majority of his peers and neighbors in Bovey, Minnesota.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,951
1602,and now your mother has finally found the shovel,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1075
1603,This was the first and last time he will ask how much I will pay him to help me.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,307
1604,My Mother always says to remember that size does matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,952
1605,"I think you've got my glasses also, this thing looked a lot bigger in the shed.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,953
1606,Want to trade?,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,410
1607,"Honey, stop playing and come dig me out.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,412
1608,Try doing it this way!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1073
1609,Size matters less when you get to be my age.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,414
1610,Maybe we should have stopped at wife swapping.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,51
1611,I still have my old shovel from the 2000s when smaller was all the rage.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1042
1612,"Look, See? The small shovel works just fine. Now quit your complaining.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,278
1613,I'm sick of these clear paths to nowhere!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,351
1614,I'm not sure pulling straws for the big shovel was the best idea.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,407
1615,It's all about balance and leverage.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,408
1616,minimalism is the new achievement monitor,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,955
1617,Does this shovel make my butt look big?,1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,1078
1618,Think positive!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1041
1619,Sharon bought Larry a nice garden trowel for Valentine's Day. He mistakenly thought he outdid her with a snow shovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1074
1620,"And now, son, you understand the concept of 'billable hours'",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,415
1621,"Tough, grow up kiddo!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,50
1622,"Ok, Eugene. Size does matter.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,409
1623,It's all in the wrist.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,24
1624,Stop complaining. You're the one who wanted to move to Russia.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,311
1625,"Next winter, I will go with small spoon weight loss instead of this small shovel weight loss technique.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,954
1626,I guess it's true what they say: shovel softly and carry a big stick!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1077
1627,Shopped online?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2791
1628,Sometimes a snow shovel is just a snow shovel.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,3103
1629,"Hide that thing, kid! I'm paid by the hour.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2415
1630,"See it's not the size of the shovel that matters, it's the person using it.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3297
1631,Anyone can move snow. It's only a true artist that can shape it and let it tell it's own story.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,45
1632,"Someone a lot smarter than either of us said ""It's a poor workman who blames his tools.""",0.0,2.0,5.0,7.0,1.2857142857142858,0.18442777839082938,1746
1633,Would it've killed you to point out that 'amusing' mix-up a little earlier?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,381
1634,"'Lets pretend I'm Trump and your Bush.""",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2974
1635,"Son, it's a myth that size matters.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,31
1636,This dynamic has grown tiresome.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1802
1637,Did I complain when you got first pick on lawnmowers?,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2743
1638,"Yeah, I bill by the hour",0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,3262
1639,Mom says she needs her ice cream scoop back.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2592
1640,Bigger is not always better – yet I would rather be masturbating.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1697
1641,"News flash: ""We are being paid by the hour, not the shovelful.""",2.0,2.0,10.0,14.0,1.4285714285714286,0.20203050891044214,436
1642,A little shoveling will do you good.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1318
1643,Maybe bigger is better.,1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,2371
1644,Income inequality has its consequences.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,281
1645,"Hurry up, you've got work tomorrow.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,739
1646,"What we have here,,is failure to communicate.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1833
1647,"The Sun'll come out, Tomorrow, Tomorrow......",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2319
1648,I told my wife that I would help out around the house after I finished shoveling.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1027
1649,"It's cheating to use that big shovel, son.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2215
1650,"Parenting 2016: ""Are you tired buddy""?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,934
1651,Let that be a lesson to you.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1460
1652,It's an election year - a blizzard of lies.,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,156
1653,When you're my age you'll appreciate the difference between hourly and fixed fee contracts.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,2877
1654,"Chew with your mouth closed, please",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3088
1655,I'm assuming they haven't covered the concept of proportions at school yet.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1455
1656,"ITS OK, I'M A REPUBLICAN",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3051
1657,It’s time you learned about managing people’s expectations.,3.0,5.0,11.0,19.0,1.5789473684210527,0.17631360738808577,1790
1658,"Good system. One full shovel for you, one for me.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1392
1659,"Hairdryer, please",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1561
1660,"I think I might have dropped that 20 dollar bill over here, try shoveling over here. I'm sure together we will find it. Don't give up yet....",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,757
1661,Lazy millennial!,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1645
1662,"It's called an intentional productivity slowdown, son.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2109
1663,You should join the 'International Snow Shovelers Union' like me.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,588
1664,"No, I'm just scooping enough for a snow cone.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2117
1665,No thanks. The last time I used that one it snowed a lot more the next day.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,575
1666,"Remember son, we are judged by results not the efficiency of our efforts.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2939
1667,Who's the little man now?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,589
1668,"It's all about leverage, my boy.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2116
1669,"If I borrow your shovel, am I acknowledging your existence?",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2936
1670,"Work smaller, not harder.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2619
1671,"It's a journey, not a destination.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,590
1672,You'll hurt your back if you're not careful!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,583
1673,"Yes, I did wish for a bigger one.",0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,339
1674,"And this son, is how I get paid more on an hourly basis.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2635
1675,It's a matter of perspective.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2931
1676,...and my battery's down.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2115
1677,Of COURSE you can shovel better than I can. You're younger!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,187
1678,It's not the size of the shovel that matters...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2932
1679,I wonder how big the mailman's shovel is.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,344
1680,An AP class in snow shoveling?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2751
1681,It's ok dad mommy says you're special,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2125
1682,Where's your brother?,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,338
1683,Speed always beats size.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,189
1684,"'Too small and too quick'...? Change the record, Tammy.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2127
1685,Laugh all you want but the Fitbit won't lie.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,579
1686,Don't worry! I'll dig you out!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2629
1687,How about you clean out the litter box and we call it even?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,576
1688,Nope.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2627
1689,After we're done we can make a thimble of hot chocolate.,0.0,6.0,8.0,14.0,1.4285714285714286,0.13725270326150324,2618
1690,A smaller shovel really lessens the chances of a heart attack...,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,346
1691,That's because daddy belongs to the one percent,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,580
1692,I'm from California; what's your excuse?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2812
1693,... and that's why they call it Management.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,596
1694,"As long as I have breath, the spectre of sexism will never darken our door, my dear.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2701
1695,"When *you* spend $130 on a hand-carved artisanal teak snow trowel, you'll understand.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,163
1696,"Yes, yours is bigger, but I've got the moves.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,644
1697,So much for one size fits all.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,643
1698,You can do a lot with little or nothing with a lot.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2012
1699,"It's time to start thinking big, dad.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2700
1700,"One small step for man, one giant leap for canine.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,639
1701,Great! Just great. Now my inferiority complex is going to kick in.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2976
1702,Don't just stand there. Help me.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2698
1703,Whaddaya mean I never listen to you?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,637
1704,Haven't you seen the Shawshank Redemption?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2697
1705,Size doesn't matter. It's the enthusiasm that counts.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,291
1706,"Suddenly Jack realized, size does matter.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,634
1707,"As we always say, ""Prepare of the worst, and hope for the best.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2971
1708,"My spatula works on the theory quantity coupled with exertion secures the needed result. In other words, size doesn't matter!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,630
1709,I prefer the old operating system.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2033
1710,"Wrongo, Kid! First out of the house gets to pick which shovel.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2689
1711,Well? I'm waiting.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,305
1712,It depends on your perspective.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2703
1713,Downsizing.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2007
1714,"Remember, now ... Lift with your knees.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2706
1715,Now you know why to make sure you always have a small enough desk.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2725
1716,Seymour has an epiphany - he's not left handed.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,653
1717,The boy and the father are cleaning the garden because its snowed and the father take the kid's showel and the kid takes the father's showel. so the kid is doing the all work...,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2727
1718,It's all about attention to detail.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,2718
1719,Dibs on yours!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2983
1720,"But, your health insurance is better than mine.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2717
1721,You must be from the Dept of Public Works.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1991
1722,It's either this or I invoice you as an adult for your school clothes.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,651
1723,Now is not the time to search for your frisbee.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2035
1724,Wide World of Extreme Winter Sports contestants,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,650
1725,"Okay, son, it's your turn.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2981
1726,"You always want the largest, biggest and most. So stop whining!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,300
1727,Size isn't everything.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2709
1728,I charge by the hour not the job.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1999
1729,"We make a great team, son!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,302
1730,Follow me it's easier.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2001
1731,Keep at it and tomorrow you get to drive the Escalade to school.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2002
1732,Grandma's house looks smaller than when I was your age.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2003
1733,"Sure, but my way builds character.",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,1995
1734,I agree....an increase in productivity is what this country needs.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2682
1735,"It's not about the size, it's about how you use it.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2040
1736,"No, I don't want to trade!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2041
1737,"It's called the 'Gunderson Paradox', Peter: big butt, small shovel.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,605
1738,Blame your grandfather.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2083
1739,"Yes, the whole lawn! That's why you have the BIG shovel!",1.0,5.0,9.0,15.0,1.4666666666666666,0.1652319197418807,2085
1740,Your generation has everything so easy these days.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2086
1741,Yeah...well you tell Mommy that Daddy will use the regular shovel when he finally sees bacon back on his breakfast plate,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2087
1742,"Hi, I'd like to add you to my professional network on LinnkedIn.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2090
1743,OK.. I can take it from here.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2091
1744,I'm wearing my fitbit.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,2652
1745,Sow removal supervised by proper government agency.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2078
1746,"Remember, it's easier if you lift with your legs.",0.0,1.0,9.0,10.0,1.1,0.10540925533894598,2093
1747,Global warming! Harumph!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2744
1748,Guess which one is the Republican!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2641
1749,So big shot - you got the huge shovel and can't still get the snow off the sidewalk - so much for your high IQ.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,184
1750,"Bend with your knees, not your back.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,336
1751,I think our perspective on shovels is wrong.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2746
1752,It gets easier as you get older.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,2101
1753,"It's a lesson on college tuition, son.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2946
1754,Daddy just has a different perspective.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2104
1755,Don't toy with me.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,332
1756,Did you still want this?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2942
1757,You must be new to the job?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2656
1758,"Funny, I could've sworn I made that ice sculpture better proportioned.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,608
1759,Here's the scoop.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,316
1760,I think I've made my point.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,170
1761,Mom says you're avoiding her.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,622
1762,Efficiency at it's best.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2965
1763,Sure?! Now you find the shovel!!!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2676
1764,"OK, OK - neither of us should have bought online.",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2672
1765,"Daddy. is this what they mean by ""misallocation of resources""?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,320
1766,This is my gop BS shovel.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,321
1767,It's okay. He's a lawyer.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2074
1768,And John weeped with happiness for he knew his son's shovel would be bigger than his own,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2662
1769,"Son, isn't it easier with the big manly shovel?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2061
1770,"Ya know, you can be a real pain in the ass sometimes.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,284
1771,Don't worry! When you're my age there won't be any snow left.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,611
1772,I will build a wall out of snow...a Yoooj!! wall and you will pay for it.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2065
1773,I found this in your golf bag next to your putter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2066
1774,Still believe everything Al Gore tells you?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,176
1775,"Bernie, it will be a lot easier if you move to the left.",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,610
1776,"When you're a spatula, everything looks like a pancake.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2956
1777,"The smaller, the shrewder",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2740
1778,"This is Vermont, Homer. In keeping with Bernie Sanders philosophy about taxes, let's switch snow shovels.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,193
1779,Not only does it work better but the Mexicans are paying for it!,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,366
1780,A bad workman always blames his tools.,1.0,2.0,8.0,11.0,1.3636363636363635,0.20327890704543547,2152
1781,"For really deep snow, I use the miniature snowblower.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2503
1782,"It's not the size, it's what you do with it!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,482
1783,Dad you have to shovel a lot faster. If you want to finish before dinner.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2799
1784,A snowed in magician's energy would be better spend making the snow disappear.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2853
1785,"Dad, is this what you meant when you told mom size doesn't matter?",1.0,6.0,8.0,15.0,1.5333333333333334,0.1652319197418807,2339
1786,Turtle! Rabbit!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2340
1787,Use the force Luke; let go Luke....trust me,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2341
1788,Too heavy.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1985
1789,"7,439 … and a new Guinness world record! Now can I have my shovel back?",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2348
1790,"Hey, this division of labor appears to be very asymmetrical.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,2352
1791,Wouldn't you say we've lost our sense of perspective?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2845
