caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
That's what you call a sitting duck,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
"Yeah, he grew up in a museum",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Only in Portland...,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
testing the speed of evolution,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
"I wish he'd stop saying ""some of my best friends are birds"" before he fires.",2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
What a bird brain.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"And to think, his great grandfather was the model for the Woodstock logo.",2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
That's not in the hand Chip so we beat you this time,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
He has a really high sense of self-worth.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Frank works for the hunting lobby.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"I always said he was a ""bird brain""",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Talk about whistling through the graveyard...,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Milo's really giving the middle feather to that guy,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He's always been a strong 2nd Amendment supporter.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
Classic first amendment scenario. The right to be borne on arms.,3.0,0.0,19.0,22.0,1.2727272727272727,0.14977354019052982,1864,519
If I was that bird I wouldn't have agreed to a duel.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
Now that's a bird brain!!,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He doesn't think he needs eye glasses.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"Sure, it's all fun and games until someone wants blackbird pie.",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He's safe as long as he can hang on.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
The early bird gets to live,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Are we still worth less in this situation?,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I sure hope that counts as 'one in the hand'.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Cocky. Isn't he.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
He’s weak at camouflage but surprisingly strong on the Second Amendment.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
So this is what all those tweets are referring too.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
Looks like the NRA finally got to Saint Francis.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
He was far from the brightest egg in the nest.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
One in hand is worth two in the bush,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"I told you he never turns down a ""DARE"".",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I don't know what she sees in him!,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
He really needs a sibling to play with.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"Not to worry he's a politician, talks loud but only shoots blanks.",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"Just remember, Cub Scouts was your idea!",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Bird dog bird,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
It's more of a political statement.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
We call him 'Finch The Snitch'.,3.0,0.0,19.0,22.0,1.2727272727272727,0.14977354019052982,1864,519
Charlie's been like that ever since the Bernie Sanders rally.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"Yes, I do believe it's the extremely rare ""Huntus Oblivious!""",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He's a vegan. He only shoots falling leaves.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
He adores Elmer Fudd and Tweetie Bird.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Millennials . . . .,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
I still think we're worth more.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I told you he needed glasses.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
Should we whistle?,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Not fair. He's using a stool pigeon.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
This is the worst game of chicken I've ever seen.,3.0,0.0,19.0,22.0,1.2727272727272727,0.14977354019052982,1864,519
See I told you our daughter liked the wrong kind of boyfriend,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Looks like Coco's Lasik surgery was a flop.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
His NRA membership had lapsed.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
That bird is on Bernie's payroll.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I always knew Bob was a traitor.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I told you he was a stool pigeon.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He makes one Presidential rally cameo and now thinks he can do anything.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He may have the right to bear arms but he doesn't look like he's part of a well regulated Militia to me.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Play it cool for now. After the revolution we'll execute him as a collaborator.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Gary was always a plucky lark.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I can't argue with the logic - it just doesn't feel like the safest spot.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Obviously bred to be a Pointer and not a Retriever.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
You just can't be a birdbrain to come up with that.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
"First it was those weird pink berries, then low-altitude-sunroof-pooping, now this.",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
He's too lazy to find his own food.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
"And now, phase two: he flies away with it gripped in his mighty talons!",2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
We have to get him out of there. Send him a Tweet.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
That's why I don't play Truth or Dare.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Must be Wabbit season.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Traitor!!!,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
A bird on the barrel is safer than two in the bush.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"You know what they say, ""A bird on a gun is dumber than two in the bush"".",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
See? Ever since he modeled for the Twitter logo he thinks he can do anything.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
It's their audacity that puts them on the endangered species list.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
"Tweet, tweet, tweet, TWEET! (translation: 'That's not a tree branch you moron!')",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Well it's not a very creative decoy..,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
Using bird-sight for targeting should be illegal.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
He really thinks that little guy is worth the two of us?,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
Great camouflage! You can hardly even see the guy with the gun.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
I can't believe our son turned on us like that,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
When will kids these days understand that they won't be alive to tweet something like that,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
He has the cutest Tweets.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"And hellooo, sole custody.",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
That was us once--daring young bird brains.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
The bragging rights for riding the barrel are huge.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Sometimes I wonder if young Johnny is a real bird brain.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
I think this is the longest Kyle's gone without tweeting.,2.0,2.0,18.0,22.0,1.2727272727272727,0.13454779452744636,1864,519
"This is why we have inherit the expression ""bird brain""",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
Looks like he's got Chirpy over a barrel.,0.0,6.0,16.0,22.0,1.2727272727272727,0.09718590614997254,1864,519
My ex joined the NRA.,1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
"Enjoy yourself, it's later than you think!",1.0,4.0,17.0,22.0,1.2727272727272727,0.11736313170325507,1864,519
You just want her to be real.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
Now there's a nimrod!,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Did you know some people don't believe in Darwin?,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Let's just pretend she went to college.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
I think Tweety should rethink his view on the Second Amendment!,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
I can't decide which one is more clueless.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
Should we tell Johnny or do we tweet about it?,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
She's had that armed security service ever since the scary hawk threat.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
He couldn't afford a gun dog.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
I wish we had the guts to flip him the bird.,2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
Audubon...NRA...tomato...tomahto.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Elmer Fudd back at it!,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"Really, talk about cheeky tweeting.",0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
"Meanwhile, somewhere in Canada....",2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
She always was a bird brain.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Talk about a bird brain.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
I heard he was scouting for the other side....,2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
I'll bet he's singing like a canary.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"You had to argue with him again, didn't you.",0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
Whose the show off riding shotgun,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
This gives a whole new meaning to gun control.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"""Out of sight ...out of mind"" that's what I always say...",0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
I guess two in the bush is worth something after all.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
I take it back - lil Pete is no chicken after all.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"I'd say he's whistling past the graveyard, but it's probably not a good idea to whistle just now.",1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Kids today... they're so in-your-face!,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"Oh, that Abilgail. Always a barrel of laughs.",1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Leopold is quiet on the details of their arrangement.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
These city birds understand nothing about gun control.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
That's no squab -- that's a scab.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Jumping the shark is so last week.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"Guess he never heard of the ""Big Bang"" theory.",1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
I hope Bambi doesn't fall for this.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
No way he's worth two of us.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
Can you tell which of them is being taken for a ride?,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"Ah, dramatic irony.",0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
Burt always calls shotgun.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
I can't begin to guess who's going to get the bigger surprise.,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
He's always calling...'Shotgun!!!!',1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Robin wants to be the poster-bird for the 2nd Amendment,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
She would be better off in the pear tree.,2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
Let me guess ... It's his first time as a Lookout.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
They've declared a truce in honor of Earth day.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
"Hey! Steal his hat. I dare ya, steal his hat.",1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
She makes a bit too much of living on the edge.,2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
"They don't talk to each other anymore, but they're still together.",0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
"Now I have seen everything, a rifle with a built in decoy.",2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
She was rescued from a coal mine.,0.0,5.0,14.0,19.0,1.263157894736842,0.1037908733877126,1971,519
I told you we never should have named him Aaron Bird.,2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
What do you bet their kind are headed for extinction?,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
"If you tweet nice things, even the NRA can be your friend.",2.0,1.0,16.0,19.0,1.263157894736842,0.14989480254943038,1971,519
She thinks she's so great!,1.0,3.0,15.0,19.0,1.263157894736842,0.12892051277806202,1971,519
Look at her up there so proud. I wish he will just shoot her.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
Hiding in plain sight!,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
Your mother hasn't been herself since you left. Probably just a bad case of empty nest syndrome.,0.0,6.0,17.0,23.0,1.2608695652173914,0.09361833424764432,2023,519
Let's hope this idiot has read Aesop's Fables.,2.0,2.0,19.0,23.0,1.2608695652173914,0.12911053732064087,2023,519
Obviously left the nest too soon.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
Best we not follow that tweet.,3.0,0.0,20.0,23.0,1.2608695652173914,0.1436039693643079,2023,519
"Is she hiding, helping or just stupid?",2.0,2.0,19.0,23.0,1.2608695652173914,0.12911053732064087,2023,519
Our ride's here. Dibs on shotgun.,2.0,2.0,19.0,23.0,1.2608695652173914,0.12911053732064087,2023,519
Shall we join him? It's the only safe perch.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
She's telling us old George forgot his glasses again.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
I guess that punk's feeling lucky today.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
It's called Stockholm Syndrome.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
What a cocky little cunt.,3.0,0.0,20.0,23.0,1.2608695652173914,0.1436039693643079,2023,519
It's her new consulting gig.,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
I can't wait to *tweet* this!,1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
Thrillseeker!,2.0,2.0,19.0,23.0,1.2608695652173914,0.12911053732064087,2023,519
I double-dog dared him.,0.0,6.0,17.0,23.0,1.2608695652173914,0.09361833424764432,2023,519
Now that's what you call a real jailbird snitch!,2.0,2.0,19.0,23.0,1.2608695652173914,0.12911053732064087,2023,519
"When he said ""you'll have to pry it from my cold dead talons,"" it was pretty clear he favored the right wing.",1.0,4.0,18.0,23.0,1.2608695652173914,0.11276950685918655,2023,519
He must have balls the size of peanuts.,0.0,6.0,17.0,23.0,1.2608695652173914,0.09361833424764432,2023,519
Got me for a moment - he almost looks real!,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Is 1 on the gun better than 2 in the bush?,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
I told you the new stealth technology works.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Life is to short to live without the trill.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
I call foul play.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
He says he's exercising his Second Amendment rights.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
I think we should let Petey know the guy's not a worm hunter.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"Call me a loon, but I'll sure be glad when dog season is over.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"Don't worry that's Cheney, he only shoots ranchers.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Hal lives by 'love thy enemies.' Seems risky to me.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
The OkCupid algorithm is getting weirder.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Talk about flying under the radar.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Speaking of a shotgun marriage.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
It's a drone.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
A bird on a barrel's worth two in the bush.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"Trying too hard to fit in, don't you think?",2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"Once you get past the morbidness of it all, the story of their friendship really is kind of adorable.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Our child's selfie-obsession has gone too far.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
You can always spot a rabbit hunter.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Freeloader!,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
should we tell him that is not a branch?,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Stockholm Syndrome has come home to roost.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
My boy hasn't outgrown his high-risk behavior.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
So that's what they mean by 'carrying a cocked gun',1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He's practicing gun control.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
I hope he knows what happens to stool pigeons.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"Statistics be damned, personally I wouldn't perch there.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Ted's our best intelligence guy; tweets from behind enemy lines.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
In a strange way doesn't it remind you of Woodstock?,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
She's showing her support for the second amendment.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Now there’s a sight you don’t see too often.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
I always knew Vinny was a rat.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"You don't think he'll jump the gun in his first flying lesson, right?",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Just think. They call that the thrill of the hunt.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"Don't worry, it's a Canadian hunter.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
You know what they say about the adolescent brain.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Showboating again.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"He's a bird, but he identifies as a bird-dog.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"That is not our son, look at the dull plumage.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
That kid of yours is living dangerously.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"I don't know about you, but that seems worth a lot more than 'two in the bush' to me!",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"Now that we're behind enemy lines, we can win this.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"I bet him he wouldn't do it and now I have to pay up. It seems he's got me over a barrel.""",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
That fake Hunter cut out doesn't even fool junior.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
I'd rather be two birds in a bush.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Looks like clickbait to me...,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"You're right, it is weirdly symbiotic.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
You have to admire his chutzpah.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
I can't believe Steve went through with the dare,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"no, the mustache is real",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
The mockingbirds got nothin' on old Fred.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
A bird between my sights is worth two in the bush.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"Well, not exactly a barrel of laughs.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
So much for your NRA speech,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
So how much do you think Jimmy is getting paid to be a Spotter?,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
See how Fred has him over a barrel?,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He's a stool pigeon for the gun lobby.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
So what exactly are they teaching at bird school these days?,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Hurry! Get the camera and take a shot. Then we post on Twitter.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"I always say, a bird on the barrel is worth two in the bush.",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Do you think that's crazy or for the birds?,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He tweets after every shot.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Let's face it. Junior just isn't that bright.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
I warned you not to teach that child to be so trusting.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He was triple-dog-dared.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Our son is clearly under the misconception that hiding in plain sight is the safer way to go.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
That's our boy off to the front,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
"Oh that kid of yours, thinks he is a son-of-a-gun",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
I dared him to do it.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
He used to work in a coal mine.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Safest spot in the woods !,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Lord what fools these mortals be.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
"Yeah, he likes to show off a lot, but is he a good provider?",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
WELL I'LL BE A SON-OF-A-GUN!,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
Quite a sight!,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Looks like another brokered convention.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"Go ahead, scare him!",1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
I think it's a chutzpahtridge.,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Hidden in the open usually works.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He's made a deal,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Let's hope he worth two in the bush,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
This is what happens when they spend all day in a virtual world.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
I would just like to have a little of his hauteur.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Sarcasm is the lowest form of humor,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"You keep your friends close, but your enemies closer.",0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Always living on the edge is your brother,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
He's Twiddle Dumb.,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
Some symbiotic relationships just escape me,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
better than being a hood ornament,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
let's go land on his head,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
He said he was going out to have a blast.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
He started showing off when he realized he's worth double what we are,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
Thats the new whistle blower,0.0,5.0,15.0,20.0,1.25,0.09933992677987827,2043,519
I'd tweet him to fly away but I'm over my usage limit.,1.0,3.0,16.0,20.0,1.25,0.12301048307916045,2043,519
Oh lets add that to my birder's notebook ... stool pheasant!,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
These scarecrows are getting more and more realistic,2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
"Of course, I might be wrong...but I think hunting with him might be a real blast!",2.0,1.0,17.0,20.0,1.25,0.14281014264436984,2043,519
