target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
2623,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,Still can't believe the delivery I got by Amazon Prime in two days!
2651,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,Have you heard the one about a guy who freezes to death?
2684,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,The secret to life is a healthy core
2849,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"The meaning of life? Sure, I can give you 2 minutes then I must go to my Pilates class."
2871,1374,0,12,55,67,1.1791044776119404,0.04719817403236388,598,You must choose your own color.
1670,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,Let us begin the greatest of all spiritual practices: developing your core.
2341,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,The wisdom of life is to sit in a peas-ful way
1591,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,"I used to sit on a rock, but I coudn't deal with the hemmeroids"
788,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,"“Cave-man, man-cave, gym-ball."
1523,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,Ahh it's all about the green ball. Can't believe I missed that.
53,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"It’s ergonomic, too!"
61,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,I bought it on Amazon.
1536,1374,3,6,58,67,1.1791044776119404,0.059870858813867604,598,Yoda I sit on.
300,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,The Meaning of Life was replaced by Stability.
370,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,Beats me! I don't have a clue!
574,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,I ordered it online
613,1374,0,12,55,67,1.1791044776119404,0.04719817403236388,598,Bring me back a latte.
632,1374,3,6,58,67,1.1791044776119404,0.059870858813867604,598,I am one with the hemorrhoids.
217,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"...and up here, no one sees how ridiculous I look."
1395,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,Did you remember to bring the Thera-Bands?
931,1374,1,10,56,67,1.1791044776119404,0.051768249597247296,598,I usually have a rock but I woke up with terrible but cramps
942,1374,4,4,59,67,1.1791044776119404,0.06353584633483413,598,This explains global warming.
1017,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"Namaste, hope you brought your own mat."
1041,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"The truth is, hard things in life are to be avoided. Just bounce."
1132,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,"Simon says, “Take two giant steps back”!"
1321,1374,2,8,57,67,1.1791044776119404,0.05596638009319954,598,...and I may live up here another seventy years if I can improve my balance.
1372,1374,4,4,59,67,1.1791044776119404,0.06353584633483413,598,Number one piece of advice: Always have a good pump!
889,1374,3,6,58,67,1.1791044776119404,0.059870858813867604,598,"OK, that's tequila, triple sec, salt, and don't forget the ice."
2720,1414,2,6,48,56,1.1785714285714286,0.06297362289056342,598,Your emotional core is only half the battle.
235,1415,3,7,63,73,1.178082191780822,0.05634229533905509,598,I’m studying to see whether sitting on a cold stone causes piles.
2032,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,"Yes, climbing is one way to get up here, but I prefer these no-exercise balloons."
1977,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,"Welcome to the dirty martini of your soul, my son."
2692,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,Didn't you know? I'm your fitness guru.
2041,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,"Sorry, your Groupon has expired."
1730,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,“Going green” no longer requires back-packing.
2324,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,God told me this would give me sick abs.
2685,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,The lotus position was hurting my butt.
2405,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,"No,son. I'm the fool on the ball."
2451,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,"Get on the ball, and you'll be fine."
2491,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,I'm sure you well know he meaning of life is tight abs
2563,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,"The simple life is really the best, and besides, you can't beat the view."
2347,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,I'm as surprised as you! Inner balance for only $19.95.
1463,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,So surprising what the atmospheric conditions do to a gumball at this altitude.
1677,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,We get it you CrossFit
1326,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,I have no idea if this green balloon is rubber. By the way - what's a green balloon? What's rubber?
238,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,I hope it fits in the overhead.
502,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,Homo Erectus created a huge market for these babies.
595,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,Any chance you have a carnitas burrito with you? I'll tell you the meaning of life for one.
732,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,It was a choice between the ball and CNN!
779,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,It’s done wonders for my back pain
696,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,"Yes, it’s true, sitting is the new smoking."
886,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,"Long before you came up with the 10 second drop, we invented the 10 second sit."
938,1416,2,8,58,68,1.1764705882352942,0.055200076943347304,598,It's what keeps me on top of the world.
1021,1416,1,10,57,68,1.1764705882352942,0.051069236647683494,598,"Uh, no son, I'm not trying to grow a pair..."
1182,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,I have another olive in the cave if you want to sit down.
1187,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,"I've been sitting on this ""orb"" joke for months"
861,1416,0,12,56,68,1.1764705882352942,0.04657344059657538,598,steady your core and you can steady your mind
1435,1416,3,6,59,68,1.1764705882352942,0.05904261221631226,598,"If you want my advice, I'd say stability is overrated."
1918,1444,3,6,60,69,1.173913043478261,0.0582368160446839,598,Martinis... big ones.
2865,1444,1,10,58,69,1.173913043478261,0.050388608077731906,598,I've sacrificed some comfort for portability.
2820,1444,1,10,58,69,1.173913043478261,0.050388608077731906,598,Amazon prime. (Words from guy on the ball)
2419,1444,3,6,60,69,1.173913043478261,0.0582368160446839,598,I've got nothin'
2342,1444,1,10,58,69,1.173913043478261,0.050388608077731906,598,The killer giant likes his martini olives warmed. This then is my secret to long life.
1786,1444,2,8,59,69,1.173913043478261,0.054454286181317355,598,Whadda think I do all day?
1334,1444,2,8,59,69,1.173913043478261,0.054454286181317355,598,"You think YOU feel foolish, I paid 50 bucks for this thing."
1252,1444,1,10,58,69,1.173913043478261,0.050388608077731906,598,I had a better view before the mountains were here.
1022,1444,0,12,57,69,1.173913043478261,0.045964707814863004,598,A strong core is essential when you live atop a mountain.
469,1444,2,8,59,69,1.173913043478261,0.054454286181317355,598,Lotus Pose aggravates my sciatica.
1802,1444,4,4,61,69,1.173913043478261,0.061788220580689106,598,"Sheldon, it's about time you visited your father."
2024,1455,3,6,61,70,1.1714285714285715,0.057452576794271674,598,There wasn’t enough head room for a standing desk.
2145,1455,2,8,60,70,1.1714285714285715,0.05372820400267856,598,The 11th commandment is having a strong core
2201,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"You missed spin class, but the juice bar is still open."
1996,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"If you answer all five riddles, you can use the purple one in the cave."
1878,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,The secret of inner peace is to have a ball wherever you are.
1860,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"After all these years of black and white, Shanahan has gone green."
1762,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,Now I can strengthen my core and meditate
1809,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"My abs are ripped, my back feels great, and it's a color not found in nature anymore."
1764,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,You should come on leg day!
1676,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,Certainly I'm exercising.
2238,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,It’s a gift from the Wizard of Oz.
1852,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"It's a chair for me and a toy for the goats, I love Amazon."
2277,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,What did you think? I would have a “crystal” ball?
1666,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,My arthritis was killing me.
2472,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"Yes, the answer is a round, green M&M"
2495,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,I’m thinking of something green.
2589,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,Adultery is still on the list.
2609,1457,0,11,54,65,1.1692307692307693,0.04686945233443824,598,Free your mind; your abs will follow.
2663,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,It's great for strengthening my core.
2669,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,The secret to life is finding the right office chair.
2730,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"Oh, that hooey was the hemorrhoids talking."
2770,1457,0,11,54,65,1.1692307692307693,0.04686945233443824,598,"I don’t know the meaning of life, but I do have rock-hard abs."
2850,1457,0,11,54,65,1.1692307692307693,0.04686945233443824,598,Gandhi owned spectacles.
2862,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,Trump?
2294,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,It's all about the core rate--it has to be inflated.
1644,1457,3,5,57,65,1.1692307692307693,0.060324565928300475,598,Criss-cross applesauce was wreaking havoc on my lower back.
419,1457,3,5,57,65,1.1692307692307693,0.060324565928300475,598,I got the green deck chair from Amazon in two days.
1472,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,The secret to happiness? Cush for the tush.
210,1457,0,11,54,65,1.1692307692307693,0.04686945233443824,598,Life is an eternal quest for a giant pimento.
375,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"In this era of fake news, we prophets need to be on the ball!"
1559,1457,0,11,54,65,1.1692307692307693,0.04686945233443824,598,My previous disciple made one helluva martini.
466,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,Maybe next time bring a standing desk?
606,1457,3,5,57,65,1.1692307692307693,0.060324565928300475,598,Never swallow bubble gum.
627,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"That, and always exercise your lumbar."
672,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,Balance is key--plus a strong core.
689,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,My accountant told me to maximize my 2017 home office expenses.
700,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"Yes, my Feng Shui seating arrangement is a bit primitive."
745,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,It's all about balance.
750,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"Sysiphus, I said, have a ball."
194,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,It came to me in a vision at the beach; the secret to happiness is a toned butt!
891,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,I'm no myth. Been rolling this here rock uphill every day for centuries...
951,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"My meditation not withstanding, without this I still see everything in black and white."
996,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"Whatever you do, don't criticize her cooking. Doc says the swelling should go down soon."
1093,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"At sea level, it's just a kickball."
1215,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,I teach in Park Slope on Tuesdays and Thursdays.
1219,1457,3,5,57,65,1.1692307692307693,0.060324565928300475,598,It has rolled off the edge twice.
1222,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,And it even arrived before Christmas.
1223,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,"No, it’s not a toilet."
1314,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,This was left over from Edmund Hillary’s Sherpa Pilates class
1455,1457,1,9,55,65,1.1692307692307693,0.051744707873360433,598,And they’re for sale on my website!
816,1457,2,7,56,65,1.1692307692307693,0.056198612293086384,598,"The trick is, don’t keep your eye on the ball."
2287,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,Glass is always greener on the underside.
2320,1506,0,11,55,66,1.1666666666666667,0.04622501635210244,598,"Honestly, it changes everything."
2452,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,By any chance would you happen to have a thigh master in that back pack?
2492,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,Do you think white would go better in the mountains?
2917,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,I used to be envious of those who could climb up here but figured out a way to cope with my envy.
2635,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,My pilates teacher recommended it and it changed my life.
2659,1506,0,11,55,66,1.1666666666666667,0.04622501635210244,598,I only know the meaning of good posture.
2752,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,I used to position myself on the hard rock in the lotus position and dispense wisdom but I found that sitting on this big green balloon is a lot easier on my hemorrhoids.
2255,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,It's the only exercise I get since I first climbed up here.
2545,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,"The tush-cush cometh to those with bosu ball underfoot, not atop thy head"
1849,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,What gas problem?
926,1506,3,5,58,66,1.1666666666666667,0.05945883900105632,598,You can tell who the Sith are because their balls are red.
1650,1506,2,8,62,72,1.1666666666666667,0.05233215213522994,598,I don't get out much so I have to exercise when I can.
1608,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,May I interest you in a mindfully-used Kundalini cushion?
1208,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,It’s all about working your core principles.
924,1506,3,5,58,66,1.1666666666666667,0.05945883900105632,598,"Sorry, I'm all out of red."
912,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,That pack is destroying your posture.
799,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,I just invented what I call an exercise ball. I'm going to be rich.
521,1506,1,9,56,66,1.1666666666666667,0.05101913957479687,598,"I’ll tell you the meaning of life, if you tell me the meaning of anally retentive"
196,1506,3,5,58,66,1.1666666666666667,0.05945883900105632,598,I tend to over pack.
110,1506,2,7,57,66,1.1666666666666667,0.05539993744719456,598,"It's the ergonomy, stupid."
1766,1506,3,5,58,66,1.1666666666666667,0.05945883900105632,598,"Santa's Climate Change Resolution: Lose Weight, Go Green, Do Yoga."
2572,1528,1,9,57,67,1.164179104477612,0.05031342257188375,598,Green just seems hopeful to me.
1217,1528,2,7,58,67,1.164179104477612,0.054623479615184975,598,It's a hemorrhoid.
367,1528,2,7,58,67,1.164179104477612,0.054623479615184975,598,It helps me birth new ideas
682,1528,3,5,59,67,1.164179104477612,0.058617476571788,598,"If you want to continue this journey, you must work on your core."
960,1528,2,7,58,67,1.164179104477612,0.054623479615184975,598,It's my ego
1847,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Try rolling it - then you wouldn't have that ugly moss on it.
2267,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,The secret to life is flexibility.
2260,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Now, let's work on your balance. Arms out to the side and raise your right leg slowly."
2198,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I found a shortcut to inner balance.
2165,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,I came up here the same way but never figured out how to get down.
2113,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,I feel that I'm sitting on air because I'm literally sitting on air.
2102,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,My grandchildren tell me sitting on this will increase my memory and concentration!
2047,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,The most important things in life? Color and comfort.
2039,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Hey, you don't happen to carry an air pump do you?"
2014,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,Were you expecting enlightenment?
2371,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Now all I need is a beach.
1917,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Thanks. Had it done yesterday, it’s called ‘green’ apparently."
1912,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Envious? Why do you ask?
1910,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,That's it. Have a strong core.
1906,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,The intermediate class is two mountains over.
1881,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,"Sure, meditation helps calm the mind...but if you want tight glutes you gotta work 'em."
1876,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,It's the 2 steps back part that gives people the most trouble.
1858,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Life is all about ups and downs, son. Learn to bounce."
1825,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Yoda was here, but the people looking for the 'force' made him leave"
2013,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Remember, grasshopper, keep your eye on the ball."
2407,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,"You'll reach Nirvana twice as fast, and for a limited time they've been marked down 40%."
2460,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,$27 on eBay. Reduces back pain and improves my posture.
1815,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,"I used to think life was a beach. Then, after long meditation, I realized my error: Life is not a beach, but a beach ball. A green one."
2916,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,Inner peace is nothing compared to sexy abs.
2883,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"You try sitting on rock 24/7, besides, it supports the Green Initiative!"
2829,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,Physical exercise is just overrated
2749,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,You came all this way without an air pump?
2739,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Balance is great, but have you tried CrossFit?"
2737,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Are you contemplating my sage advice, or just wondering if I've ever cleaned the ball?"
2710,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,It's my middle class tax cut. I promised not to open it until after the 2018 mid-term elections.
2431,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"My decorator friends tell me that whites and greys are trending out, so I'm experimenting a bit with color."
2699,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,They added a step to enlightenment.
2675,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,You need to reach this high to have a ball!
2630,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,It'll cost you a yoga mat and some free weights.
2594,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,It’s all about strengthening your core.
2513,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I won it in a game of pool against a yeti.
2501,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"So I asked myself--""Do I really need a personal trainer?"""
2496,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,I told you kids to stop playing in my yard.
2480,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,Greetings friend . . . I trust you are seeking a message on working your core to hemorrhoid happiness?
2466,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Wrong guy, I’m Sislycapus... Sis-lyca-pus."
2694,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,It's patent pending.
1771,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,You will achieve wisdom when you can answer this: How is it that I can be sitting on Uranus?
1457,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"In this gray world, my new exercise ball has brought color into my life."
1718,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,You have reached Swiss ball rentals....1 Swiss franc for the first hour rental.
590,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Hiking is so 2017.
548,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,The wisdom you seek is core crunches thrice daily and replace the Yoga mat like I did. This path will lead you to the six pack abs you search for.
522,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,I'm not saying it'll change YOUR life...
448,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,It's great for your core.
359,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,The Guru Union's website said this will strengthen my core beliefs.
324,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"... And then it told me that if I sit on it for 100 years, it will become a pea."
278,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"And, it has the whoopee cushion option."
274,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,White cat in a blizzard juggling snow balls while his friend the polar bear watches and wishes he had ordered Netflix.
596,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Yes, this is where you'll find great pea."
257,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Ink is expensive.
188,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,.....A feller by the name of Mick Jagger claims he knows how to fix that....
170,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"i'm beginning to think than jolly, big guy has no intention of coming back"
165,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,The Clan voted to go green
152,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,Did you ever get the feeling your soul is bound up in one of those tiny squares on the internet that has an x in it in the place of any meaningful content?
146,1533,4,2,56,62,1.1612903225806452,0.06582490590568045,598,"Yeah, when I was your age I hiked this barefoot, in the snow, and uphill... in both directions."
1723,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,Are you a drop-in? Or would you like a 10-session punch card?
116,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,One of these is the answer to all your problems.
81,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I've already been reduced to nothing. What more do you want?!
252,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,I'm hoping to lose my baggage.
597,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Hey, long time no see...so how's the old lady?"
139,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Thank you Sisyphus, but I ordered a boulder."
714,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Amazon, who else."
660,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Got any toilet paper, Fella?"
1711,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,Of course core strength is the meaning of life!
1698,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,I'm not trying to low ball you but I called dibs.
1679,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Luke,The Force has sent me to take your light saber and get you off Yoda's back."
1573,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,This will really improve your posture.
1437,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I roll it over the edge on the stroke of midnight.
1385,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Carrying a pump, by chance?"
1362,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,It is the only way I know to find balance in life.
1233,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"No, sorry. It's not the ""grass"" that's greener here."
1630,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,Welcome to the Mountain View Health Club. Are you here for the 10:00 AM Pilates class?
1202,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,"Now, for your exercise, just take one step backward please."
1156,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,First find a large round green boulder.
1103,1533,3,4,55,62,1.1612903225806452,0.061677366251478974,598,The secret? Forget that yoga stuff and get yourself a personal trainer.
933,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I'd invite you in but my place is a mess.
839,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I mostly meditate on my core.
824,1533,0,10,52,62,1.1612903225806452,0.047091775485760316,598,$12.95 on eBay.
815,1533,2,6,54,62,1.1612903225806452,0.05723003388035403,598,"Way to up-cycle a Christmas ornament, dude."
792,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,You must learn to become centered my friend
1232,1533,1,8,53,62,1.1612903225806452,0.05240664126018632,598,I call it the Blissful Bouncy Ball.
1286,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,"Go all the way back. You didn't say ""May I."""
1333,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,Sit on this green ball for 60 years and you will find the meaning of life!
1482,1618,3,4,56,63,1.1587301587301588,0.06074443963372587,598,"Life is a short, meaningless journey filled with emptiness and pain. Get all the pussy you can."
1534,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,At any Relax-the-Back
1704,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,The lightsaber is so over-rated.
2421,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,"The meaning of life? Well, it takes balls to find it"
1945,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,It's safer than my red roller skates.
2246,1618,0,10,53,63,1.1587301587301588,0.04640892840955829,598,Did you happen to bring any bottled water?
2457,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,It's the future. I'm incubating it.
2806,1618,0,10,53,63,1.1587301587301588,0.04640892840955829,598,It came with my club membership.
1270,1618,0,10,53,63,1.1587301587301588,0.04640892840955829,598,I'm at one with good posture.
2826,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,I admit it's inconvenient when I need to tinkle.
1818,1618,0,10,53,63,1.1587301587301588,0.04640892840955829,598,The answer is simple. The suffering of humanity can be cured for only $19.99.
1229,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,keeps me young. i wisely suggest you get one.
325,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,It's not too comfortable but it adds some color to the scene.
990,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,You should see my abs.
91,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,He's really not coming back....
115,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,The beginning of wisdom was when I stopped looking for the 8 ball
1142,1618,4,2,57,63,1.1587301587301588,0.06482221622648096,598,"Be transformed: No need to hike atop the Himalayan mountains to meet your guru living in cave. Prime your 10% off X-mas green colored meditation, bouncy ball to transform your cubicle into your own mindful, cave-dwelling bliss now..."
173,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,It’s a life of rock and roll.
199,1618,3,4,56,63,1.1587301587301588,0.06074443963372587,598,I used to think the secret to life was to fall down seven times and to get up eight until I got one of these.
205,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,You mean it isn’t?
163,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,I'll tell you how I save money on airfare after we get on the plane.
317,1618,4,2,57,63,1.1587301587301588,0.06482221622648096,598,They like the spinning part after the flight
476,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,Lighten up.
512,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,We folks at Brokeback Mountain thought it was time to act.
719,1618,1,8,54,63,1.1587301587301588,0.05163159310171238,598,"If you were looking for wisdom and serenity, I'm not sure you'll find it here."
902,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,I eschewed all worldly goods. Except for this. Does wonders for my piles!
250,1618,2,6,55,63,1.1587301587301588,0.05637245937794518,598,"No, this carryon does not go in overhead bin. It fits under the seat."
